FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,TARGET
6.4,1.5,0.37,-3.5,0.44,35,-274,0.97584,3.23,0.66,14,-1,7,1,3
7.4,0.32,0.3,8.9,-0.078,-363,117,0.98996,3.24,0.48,12.9,0,8,2,4
6.5,2.62,0.3,-3.2,-0.1,179,88,0.99028,4.54,-0.86,12.5,0,7,4,5
8,0.23,0.28,-43.8,0.048,29,468,0.9952,3.68,-0.7,9.5,0,9,Unrated,0
15.8,0.2,1.9,1.2,-0.557,79,78,0.9921,3.08,-1.04,5.5,0,9,3,4
13.4,0.28,-0.61,4.7,0.282,56,140,1.00321,3.16,2.03,15.7,0,7,2,6
10.1,-0.72,0.23,1.9,0.082,28,18,0.99774,3.22,-0.81,5.6,-1,11,1,0
15,0.36,-1.07,2.1,0.035,-213,100,0.9917,3.9,0.75,8.4,-1,7,Unrated,0
-0.7,0.52,0.48,12.4,0.056,61,175.5,0.99803,2.75,-0.87,2.4,1,8,1,4
6,-1.17,0.71,1.5,0.51,262,143,0.97366,2.29,1.65,11.4,0,6,1,4
-12.2,-0.48,-1.34,10.3,0.027,275,38,0.9894,3.5,2.14,11,0,6,2,4
6.4,-0.69,0.12,-59.3,-0.465,25,149,0.96567,4.59,-1.03,13.2,0,7,3,5
15.7,0.21,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,0,8,Unrated,0
3.9,1.49,-0.41,18.8,0.05,271,227,1.03638,5.29,0.58,9.6,-2,8,Unrated,0
2.7,0.32,0.45,-122,0.073,5,350,0.98089,2.31,0.82,12.6,1,11,4,7
-4.2,-0.76,0.3,76.8,-0.151,69,160,0.94761,3.16,-1.09,10.5,-1,7,2,3
2.7,-0.72,0.2,63.85,0.395,200,146,1.03628,1.95,0.38,8.9,0,6,Unrated,3
7.1,1.9,0.61,-48.1,0.456,54,155,0.9974,2.19,-1.19,7,1,8,1,4
14,0.4,1.61,31.5,0.122,206,40,1.01565,3.91,1.36,9.7,1,7,Unrated,0
5.8,-1.37,0.26,1.1,0.236,20,245,1.02116,3.27,2.27,12.5,1,6,3,5
6.8,-0.66,1.11,16.8,0.044,35,137,0.99,3.13,1.46,12.1,0,8,3,5
7.5,-0.43,0.32,2,0.044,-283,90,0.99185,3.37,0.68,11,-1,7,2,4
6.3,0.22,-0.62,39.8,-0.419,-83,157,0.96877,3.05,-0.11,10,1,7,3,6
5.5,0.23,-0.71,-125.3,0.033,39,161,0.99209,3.94,0.36,17,-1,6,2,3
9.6,0.32,0.46,-29.9,0.41,32,189,0.98314,3.24,0.49,6.5,-2,7,1,1
29.1,0.83,-0.6,2,0.178,11,63,0.99652,3.29,1.41,10.8,0,9,1,2
4.7,0.34,0.03,5.5,0.268,29,129,0.9973,5.85,-0.91,5.6,1,8,Unrated,0
8.3,-1.09,1.03,6.5,-0.217,254,-582,1.01131,3.21,0.11,12.9,0,9,2,5
7.4,-1.14,0.66,-61.6,-0.368,36,-289,0.95019,2.92,-0.08,10.3,1,8,2,6
6.1,0.28,1.07,2.5,-0.449,154,218.5,0.94143,3.27,0.6,9.8,1,7,2,4
7.4,0.34,1.17,12.8,0.053,48.5,-273,1.01818,3.9,-1.11,7.8,-1,8,2,4
15.4,-0.24,-0.19,-38.8,0.077,3,514,0.96315,3.16,0.79,3.9,-1,8,Unrated,0
5.8,0.52,-1.22,-37.3,-0.572,-143,206,0.97792,5.56,2.35,8.45,-1,6,2,3
0.6,0.24,0.29,-13.7,0.023,-257,463,1.08635,3.25,1.88,15.4,1,7,2,5
8.4,0.98,-0.82,-30.7,0.383,-167,127,1.00704,1.46,0.42,12.5,1,7,Unrated,5
9.3,0.42,0.48,9.85,0.034,5,291,0.94537,2.58,0.29,10,-1,11,1,2
17.7,-0.96,0.47,4.5,-0.358,284,133,0.96284,3.24,1.1,10.6,-2,9,Unrated,0
12.6,-0.01,0.95,-35.7,0.054,186,306,1.03584,1.13,0.84,12.5,-1,6,2,4
-2.6,0.71,0.38,10.5,0.044,24,349,1.04702,1.87,0.27,14.4,0,8,2,4
10.2,0.67,0.39,1.9,0.131,6,348,0.9976,3.17,0.47,10,1,11,Unrated,0
6.9,1.57,-0.23,2.5,0.076,18,922,0.93521,3.53,0.55,13.1,-1,8,1,0
5.6,0.38,0.28,-60.6,-0.848,52,-682,0.96755,2.3,0.24,10.7,0,6,4,5
6.1,-1.01,1.04,-44.8,-0.319,137,-243,0.95314,3.07,0.27,13.2,0,7,3,4
21.3,0.53,2.9,-1.9,-0.352,118,144,1.00723,3.05,1.36,11.8,-1,8,2,2
19.5,0.6,2.77,-28.3,-0.37,132,206,0.95704,2.85,-0.49,10.1,2,8,3,5
20.3,-0.41,0.49,-1,0.209,10,129,0.95936,2.32,0.76,10.7,-1,13,2,4
6.1,0.32,0.83,10.7,0.162,305,400,1.00744,3.34,-0.4,9.5,0,7,Unrated,4
6.2,-0.01,2.07,1.1,0.04,38,-185,1.00063,2.92,0.42,13.7,0,8,2,3
7.1,0.89,0.3,-14.2,0.04,247,90,0.99021,3.47,0.27,13.6,0,8,2,4
7.1,0.25,1.33,28.1,0.043,53,904,0.99524,4.54,0.28,16.5,0,7,3,4
6.8,-0.05,0.09,5.4,0.972,265,354,1.0302,2.41,1.05,9.4,1,8,2,4
8.2,1.645,1.53,-41.1,0.086,191,282,0.9946,3.17,1.36,5.9,1,9,1,0
14.6,-0.17,-0.01,-7.1,0.055,81,170,0.99605,2.76,-0.19,9.8,-2,8,1,2
5,0.35,0.25,-44,0.317,-97,116,0.99241,3.39,0.03,12,0,6,Unrated,4
6,1.17,0.29,-52.6,-0.394,233,96,0.99061,4.43,0.44,12.3,0,7,2,4
-4.3,1.15,0.21,1.65,0.117,256,240,1.07586,3.11,1.84,8.5,0,8,2,3
4,0.3,0.09,5.2,0.05,30,137,0.99304,3.26,1.06,8.9,0,7,Unrated,3
-1.2,0.31,1.36,5.1,0.31,-153,203,0.9897,3.14,1.97,13.4,0,6,3,5
6.8,-0.6,2.8,6,0.031,35,137,0.9946,3.16,0.36,6.5,2,8,2,6
8,1.7,0.48,7.4,0.053,193,149,0.96575,3.18,0.53,15.6,-1,7,Unrated,2
2.6,0.3,-0.89,-13.75,0.037,-477,343,0.973,2.53,1.33,12.7,1,8,Unrated,0
7.1,-1.11,0.64,17,-0.186,137,109,0.98547,3.15,1.87,22.5,-2,9,1,3
8.9,1.89,0.3,8.1,0.026,14,71,0.97429,3.84,0.1,0.6,0,10,3,3
-5.7,0.28,0.14,8.6,0.101,247,302,0.99542,3.16,2.33,9.5,-1,6,1,3
4.9,0.22,0.38,14,0.059,-63,-504,1.02455,3.12,0.88,10,-1,8,Unrated,3
5.9,0.19,0.37,21.8,0.337,3,21,1.08235,3.09,-0.27,8.1,-1,6,1,2
6.5,0.3,2.26,-1.4,-0.312,61,219,0.9959,3.19,0.5,13.1,0,7,1,3
9.4,0.62,0.49,-47.9,0.082,5,-91,0.9987,2.12,0.46,10.7,0,10,1,0
-10.8,0.48,0.07,23,0.089,135,-57,0.99684,2.7,-0.29,11.1,1,8,Unrated,0
6.5,0.36,0.38,10.2,0.192,20,82,0.99274,3.27,0.43,6.4,0,7,4,5
6.6,0.22,2.79,15.1,0.052,22,136,1.01444,2.94,0.35,9.4,-1,7,3,2
6.8,0.16,1.45,1.3,0.248,-182,98,0.99344,2.21,0.5,9.5,-1,7,2,3
5.3,-0.54,0.3,-23.3,0.057,17,351,0.98879,4.43,0.51,10.2,-2,8,Unrated,2
14.3,0.31,-0.47,-3,-0.392,147,293,1.08505,2.86,0.46,8.4,0,15,1,0
7.1,0.26,-2.38,23.1,0.622,39,-306,0.98726,3.31,0.31,11.6,1,8,3,5
9.1,1.3,-0.54,10,0.473,36,131,0.99696,3.08,-0.67,9.5,-1,7,Unrated,2
12.5,0.56,0.38,2.4,0.328,5,-169,1.0438,3.36,0.27,13,0,14,Unrated,0
18.4,2.45,0.17,8.4,0.044,-82,198,0.99578,4.33,2.02,10.4,0,7,Unrated,3
17.2,-0.31,0.28,-47.9,0.043,-136,113,0.99338,2.22,0.56,6.3,0,8,4,4
13.7,1.36,3.07,21.55,-0.027,16,37,1.01555,2.56,0.65,9.2,1,7,2,4
20,-0.26,0.28,3.2,0.066,-127,114,1.00716,3.22,0.04,12.2,1,9,Unrated,0
-5,-1.35,1.11,-64,0.047,179,146,1.02466,4.24,2.41,11.2,-1,7,Unrated,0
18.9,0.12,-1.81,2.2,-0.104,31,135,0.9904,3.14,1.15,18.6,-1,8,3,4
-4.8,0.32,0.42,-58.9,0.366,25,-44,0.99434,3.14,-1.02,5.5,0,9,Unrated,0
7.1,0.45,1.64,6.85,0.044,235,415,0.98426,3.31,-0.05,22.6,0,8,1,4
10.8,1.505,0.98,4,-0.224,208,49,0.9965,4.31,0.98,12.8,0,9,Unrated,0
6.2,0.43,0.71,1.8,0.078,21,70,1.03457,3.52,1.65,9.5,-1,7,Unrated,3
6.5,-0.98,-0.5,-41.6,0.123,129,382,0.96462,2.92,-0.61,14.9,0,7,1,4
7.6,0.19,0.39,26.55,0.424,32,123,1.00014,4.45,2.42,7.6,-1,8,3,4
1.6,1.68,0.31,2.8,-0.995,40,-199,0.99126,3.06,1.36,10.9,-1,7,3,4
3.3,-0.83,-0.5,56.9,-0.114,-191,135,0.9952,2.22,0.46,15.1,1,10,2,3
7.1,0.33,0.34,54.4,0.089,35,-27,0.99542,3.16,2.17,9.3,0,7,2,4
20.2,-0.49,0.31,-14.9,-0.28,-172,205,0.998,3.06,0.5,8.9,0,8,3,4
5.4,0.445,0.05,3.3,0.054,-245,147,0.98005,3.42,1.79,9.1,1,6,2,4
18.1,-0.2,1.73,2.7,0.351,-187,388,0.94811,2.55,2.53,15.5,-1,9,Unrated,0
7.3,0.25,0.29,12.4,0.049,15,158,1.02449,3.09,0.72,9.6,0,8,Unrated,0
12.1,1.48,0.39,39.3,0.106,-278,26,0.9986,3.85,1.66,9.3,1,12,Unrated,0
-4,-0.17,0.25,75.6,0.035,-123,-195,0.99481,3.24,-0.74,13.9,-1,7,Unrated,2
6.6,0.28,0.79,1.7,0.555,-191,84,0.99096,3.16,0.5,12.7,0,7,4,5
7.4,-0.16,0.45,12.9,0.267,33,88,1.07507,2.26,0.44,8.7,-1,8,Unrated,4
1.9,0.23,0.2,11.4,0.253,45,-132,0.99268,3.53,-0.76,9.7,-1,7,1,3
6.5,-0.53,0.52,7.9,-0.024,-26,192,0.99551,2.42,-1.71,4.7,-1,7,2,3
-2.1,-2.41,-0.75,-15.8,0.089,53,143,1.01463,3.49,0.62,10.8,-1,6,1,3
14.6,0.35,-2.27,6.2,0.035,289,511,0.9968,5.87,0.6,1.1,-1,7,1,2
6.1,0.87,1.74,9,0.169,28.5,259,0.95625,2.08,0.5,13.7,-1,7,1,2
19.5,1.29,1.78,8.5,-0.323,64,-163,0.9959,2.89,0.39,8.8,0,7,3,4
9.2,0.57,0.36,20,-0.537,9,150,0.98667,3.98,0.69,11,1,7,3,7
2.6,1.07,1.65,19.4,-0.535,52,402,1.00714,2.99,0.73,11.9,1,9,2,4
-3,1.09,0.36,2.1,0.061,-65,-440,0.97144,4.25,-0.31,11.4,-1,8,Unrated,0
1.9,0.18,0.79,14.3,0.041,24,27,0.95362,3.19,-0.02,9.9,1,8,2,5
7.3,1.65,-0.51,3.6,-0.526,28,79,0.99881,2.55,-0.67,15.4,-2,8,Unrated,1
14.5,0.07,-0.91,8.7,0.126,-158,212,0.99711,2.82,0.57,9.4,-2,8,Unrated,0
6.7,0.24,-0.41,28.8,0.417,42,-23,0.99473,3.91,0.52,5.3,-1,7,2,3
8.6,0.52,1.69,-1.3,0.24,33,237,0.9975,3.26,0.42,9.3,0,8,3,4
8.6,0.34,0.23,64.8,-0.312,5,12,0.98346,3.96,-0.5,9.2,2,7,Unrated,0
6.7,0.71,-1.26,70.3,0.07,-197,179,0.99666,3.37,0.38,8.9,0,7,3,4
6,0.18,-0.2,1.4,0.036,14,220,1.01807,3.34,0.6,9.8,0,6,3,6
5.6,0.15,0.26,5.55,0.051,24,244,0.95839,4.45,3.12,7.4,0,6,2,4
7.8,-0.01,3.05,37.35,0.035,-47,-99,0.9962,3.09,0.96,0.1,-1,8,Unrated,2
5.8,1.07,1.73,23.6,0.037,-143,75,1.06381,2.15,0.34,17,-1,7,Unrated,0
-2.1,0.21,0.36,65.35,0.02,-232,86,0.99146,2.69,2.39,13.4,0,7,4,5
13.4,0.185,0.19,-50.2,-0.171,179,169,0.99438,3.26,0.35,9.5,0,6,1,4
13.2,-2.49,-0.01,1.4,0.074,-220,203,0.99067,0.72,-0.33,13.1,1,7,3,6
8.1,2.53,0.27,1.5,0.041,-203,-80,0.99535,3.17,0.43,13.5,-1,8,3,2
-3.4,0.48,0.28,68.3,0.147,57,169,0.99642,3.24,2.46,9.3,0,8,2,3
8.6,0.485,0.29,2.1,0.026,19,439,0.9918,3.01,1.38,12.4,0,9,2,3
11.6,-0.935,1.36,1.4,0.091,-487,28,0.99704,3.55,0.37,5.9333333333,1,12,Unrated,0
2.9,2.37,0.9,-8,0.029,64,93,0.94915,2.64,0.59,10.7,0,9,3,5
8.9,2.08,0.49,38.7,0.534,23,110,1.08627,3.12,0.26,9.3,1,10,Unrated,0
17.1,0.23,0.41,47.6,0.03,30,114,0.97244,3.11,0.5,11,0,8,2,4
9.8,0.22,0.47,30.7,0.044,-63,-101,0.998,2.87,0.68,14.7,0,11,Unrated,4
6.7,0.48,0.32,-20.1,-0.221,301,54,0.98481,2.89,0.35,17.5,0,7,2,4
7.4,0.52,-0.45,14,0.386,291,156,0.97786,3.72,0.38,11.8,0,9,4,5
18.6,0.67,1.69,36.1,-0.666,513,733,0.99502,4.12,1.01,12.5,0,8,2,2
11.7,0.41,0.31,-54.4,0.2,107,-235,0.99824,3.38,1.22,10.1,2,8,Unrated,0
7.8,0.28,0.22,40.2,0.582,171,144,1.01159,4.26,0.48,9.5,1,8,2,4
8.8,2.09,0.21,51.4,-0.969,33,207,0.99823,3.19,1.75,15.9,-1,9,Unrated,2
26.1,0.65,-0.3,21.4,-0.28,105,86,0.95533,3.73,0.38,8.1,-1,8,1,2
-1.3,-0.12,0.26,1.1,0.573,20,248,0.99432,3.21,0.59,12.3,0,7,1,4
7.4,0.2,0.29,-48.5,0.047,36,291,1.01391,3.84,0.45,10.4,1,8,2,5
7.4,1.62,0.37,41.4,0.06,190,-305,1.0474,3,0.39,15.4,1,8,2,4
6.4,1.74,0.57,1,0.114,107,122,0.94369,1.76,-0.17,6.6,0,7,2,3
7.3,0.28,-0.64,9.4,0.057,74,-146,1.00778,3.56,1.04,5.3,0,8,3,4
-1.6,0.2,-0.45,1.4,0.047,-482,805,1.02628,3.38,0.35,10.1,-1,8,2,3
7,1.175,-0.52,123.4,0.637,40,63,1.01174,4.77,-0.9,6.1,-1,8,Unrated,0
2.7,0.33,1.32,134.9,0.527,16,119,0.99416,3.15,0.41,9.2,-1,7,1,2
-0.5,0.145,0,2,-0.131,9,22,0.99619,2.43,0.68,10.9,0,9,Unrated,0
8.4,0.19,0.98,1.6,0.047,9,101,0.994,3.11,1.84,7.1,0,9,Unrated,0
8.7,-0.12,0.19,-56.05,-0.352,6,334,0.9672,4.13,-0.93,7.3,-1,9,Unrated,0
-10.9,0.21,0.28,7,-0.043,-27,135,0.9727,1.96,0.57,9.9,-2,9,Unrated,1
6.3,-0.51,0.36,14.4,-0.528,61,360,0.99396,3.27,0.36,13.5,-1,7,2,4
5.7,0.23,1.89,61.8,0.038,192,-203,0.99413,3.04,0.6,5.2,-1,8,2,3
-1.6,0.26,0.39,-0.2,0.454,45,338,1.02444,4.07,0.58,7.5,0,7,3,6
7.6,-0.29,-0.39,-14.6,-0.018,53,393.5,1.00254,3.02,-0.99,7.6,-1,8,2,5
5.2,-0.66,1.09,8.8,0.036,218,-277,0.9894,2.13,0.88,14.4,-1,6,3,5
6,0.88,0.47,3.6,0.055,18,75,0.93405,2.19,0.66,8.4,-1,7,Unrated,0
-2,0.29,0.53,18.15,0.047,203,182,0.9992,3.22,-0.87,9.6,1,8,1,4
6.9,0.22,0.49,5.8,0.041,20,-57,0.96488,3.17,0.55,5.4,0,7,Unrated,4
4.7,1.32,0.2,127.1,0.314,-108,235,1.0445,3.14,0.61,7.8,0,7,Unrated,0
15.9,0.24,0.56,4.3,0.044,49,351,0.97323,2.61,0.44,13.3,-1,9,Unrated,0
6.6,-0.2,0.27,1.5,0.003,20,-170,1.01228,3.22,0.46,9.2,-1,7,1,3
8.9,-0.95,0.32,5.6,0.551,208,-218,0.9991,3.38,0.77,14,-1,10,Unrated,0
0.7,-0.04,0.15,-12.2,-0.201,25,78,1.0346,3.29,0.38,4.9,0,7,2,4
9.7,-0.19,2.07,18.4,-0.1,44,395,0.998,3.91,0.44,9,-1,8,1,2
6.9,-0.47,1.55,5.6,-0.207,29,165,0.99594,2.52,0.43,9.4,0,8,1,3
-0.6,-0.18,-0.39,-16.6,-0.381,-265,171,0.9972,3.86,0.68,11.3,0,12,Unrated,0
6.1,0.28,0.24,19.95,0.074,-16,-141,0.99922,3.19,0.44,9.3,-1,7,2,3
0.5,0.57,0.49,-23.2,-0.146,137,459,1.02305,3.48,-0.25,10.8,1,8,2,5
0.3,0.23,0.35,-22.1,-0.462,-48,257,0.9912,3.91,0.48,10.8,-1,8,Unrated,0
9.9,0.035,0.48,2.2,0.115,157,104,0.94791,3.24,1.83,5.5,0,7,3,4
-5.4,-0.84,0.21,7.1,0.04,-455,-213,0.90384,4.15,0.58,12.6,0,7,2,4
-4,-1,0.01,88.6,0.046,215,64,0.99093,4.28,1.57,11.3,0,6,2,3
20.1,-1.17,0.28,-48.4,0.032,0,-195,0.95678,2.77,0.87,4.9,-1,9,Unrated,2
1.5,0.585,0.2,64.9,0.417,9,312,1.01688,3.2,0.51,8.8,0,7,Unrated,0
12.9,-0.64,0.17,17.75,-0.141,63,106,0.99916,3.13,0.48,8.8,1,7,1,5
18.8,1.39,0.23,1.9,-0.38,31,472,0.9892,2.68,0.36,12.5,0,8,Unrated,0
5.5,-0.83,0.3,7.8,0.049,-115,468,1.03094,4.04,0.58,13.4,0,9,Unrated,4
7.9,-0.99,0.37,26.35,0.143,27,-234,0.992,3.16,-0.44,5.9,0,9,2,5
7.3,1.7,-0.8,7.35,0.025,51,128,0.98562,4.17,1.15,18.2,0,8,3,4
12.9,0.64,1.05,-6.8,0.045,408,-217,1,2.61,0.35,4.5,-1,7,1,3
-2,0.21,1.51,2.2,-0.349,-135,-274,0.9862,3.2,0.57,10,-1,8,3,4
6,1.56,0.64,-22.9,0.35,25,-126,1.01029,3.17,-1.32,12.1,0,7,2,5
6.1,-0.65,0.69,16.7,0.039,389,352,0.99985,3.58,0.45,4.4,-1,7,Unrated,2
-2.5,2.72,0.25,71.4,0.048,229,466,1.09023,2.28,-0.7,9.7,0,7,1,3
6.4,0.35,0.51,7.8,-0.195,-253,419,1.00441,3.12,0.45,6.9,-1,7,1,2
0.8,0.3,0.49,-2,-0.084,36,158,0.9945,2,0.45,14,0,7,4,4
7,0.19,-1.4,43.2,0.123,10,104,1.0215,0.54,0.54,9.4,1,7,Unrated,0
10,0.3,0.29,-18.3,0.025,37,-401,1.01499,3.8,2.07,9.9,1,7,1,0
7.2,0.37,-0.77,2.3,0.032,-119,214,0.9963,2.63,0.26,9.8,-1,8,Unrated,3
1.2,-0.18,1.75,3.6,0.563,45,-183,0.993,4.2,0.55,6.7,0,7,2,5
-0.4,0.37,-1.55,1.8,0.755,-29,89,1.0307,3.43,1.29,14.25,0,7,2,4
16.2,-1.11,3.38,1.9,0.064,250,-183,0.99604,4.29,0.87,13.1,-1,9,Unrated,0
10.4,0.85,0.44,33.8,-0.378,45,68,0.98124,3.34,-0.75,10,2,8,3,6
7.9,-0.77,0.46,3.6,-0.173,15,184,1.02754,3.35,-0.2,12.8,0,9,2,6
5.8,-0.97,0.37,9.4,0.036,31,-1,0.98942,3.16,0.48,11.5,0,6,2,4
9,0.19,0.34,-72.6,0.029,21,527,1.0835,2.58,0.5,17.5,1,10,Unrated,0
15.4,0.695,0.13,2,-0.017,12,20,0.98851,3.38,0.54,10.1,0,8,Unrated,0
0.4,0.34,0.3,8.4,0.051,217,167,1.02188,3.48,-0.64,9.5,1,8,Unrated,0
5.2,1.68,0.3,-40.2,0.636,30,-62,0.9976,2.16,1.84,11.8,0,9,1,0
6.5,0.29,0.31,-14.1,0.226,-177,-157,0.9662,3.27,0.47,4.9,-1,7,3,4
-2.5,-0.98,0.32,14.5,-0.185,6,462,0.99412,3.14,1.09,18.6,0,7,1,3
-5.7,0.19,0.27,55,0.04,275,103,0.99026,3.49,-0.45,5.9,-1,6,Unrated,0
4.8,-0.1,0.27,107.3,0.04,10,-102,0.9792,4.68,-0.77,10.3,2,6,3,6
5.6,-1.12,0.12,-7.7,0.046,-70,198,0.99305,3.03,0.71,10.3,2,6,3,5
-1.7,0.18,1.85,1.3,0.445,162.5,-20,1.01939,3.49,0.48,10.8,1,6,1,6
6.9,-0.48,-0.78,1.6,-0.028,27,392,0.99438,3.33,2.05,7.6,0,8,1,3
15.1,1.12,-1.42,5.95,0.081,21,256,0.96311,4.4,-0.43,12.1,1,8,1,4
12.6,0.21,-0.03,-61.6,0.075,25,105,0.98179,3.2,0.46,8.6,0,7,3,3
7.1,0.32,0.72,13.1,0.05,108,518,0.998,1.34,0.49,8.8,0,8,1,3
16.3,0.29,-1.07,-34.4,0.546,72,160,0.99721,4.43,2.24,10.3,0,6,3,4
5.7,0.26,0.24,17.8,0.059,-415,-213,0.99773,3.3,0.5,6.2,0,6,2,3
13.7,0.23,-0.57,-44.4,-1.064,35,169,0.99975,3.12,1.99,5.1,0,9,3,5
22.7,-0.73,0.49,-14.7,-0.12,-97,560,0.9978,2.37,-1.16,9.5,0,13,Unrated,0
6.8,1.71,0.02,-60.8,0.072,9,-166,0.96004,4.32,1.08,9.2,-1,8,Unrated,0
5.3,0.22,-0.38,1.4,0.053,247,114,0.9929,3.39,1.88,10.6,-1,7,2,3
7.2,-1.05,0.66,2,-0.226,-203,29,0.97201,4.5,0.33,17.1,1,8,4,7
12.1,0.57,-0.74,2.7,0.034,238,411,0.98135,3.9,1.34,12.8,-1,9,1,4
16.9,0.32,0.84,32.6,0.041,125,186,0.99235,3.89,0.24,10.2,-1,7,2,3
7.1,1.76,0.29,1.8,-0.212,-154,709,1.00165,4.08,0.48,6.9,0,8,Unrated,0
6.1,0.17,1.29,-12.9,-0.222,16,-209,0.9917,3.4,0.71,11.5,0,7,1,5
6,0.37,-0.36,-26.7,0.053,88,150,0.9924,3.21,0.62,16.8,-2,7,Unrated,0
7.9,0.16,0.64,-68.2,0.05,69,210,0.98304,3.15,0.51,7.6,-2,9,Unrated,0
5.6,0.31,0.37,26.5,-0.054,-56,359,0.94808,3.46,-0.14,9.2,-1,6,Unrated,0
12.2,0.4,-0.39,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,0,8,2,3
18.2,1.515,1.28,8.6,0.048,324,198,1.03777,3.25,0.41,7,-2,7,Unrated,1
18.8,0.25,1.68,67.3,0.562,40,118,0.99064,2.05,-2.13,22.7,0,8,2,5
-3.4,-1.15,0.3,1.9,0.033,182,142,1.0357,4.57,0.42,14.6,1,7,3,6
10.1,0.28,0.28,14.4,0.154,430,610,0.9986,3.12,0.35,8.9,0,8,1,5
5.7,0.39,-0.81,4.9,0.033,330,113,0.95487,3.42,0.87,14.4,0,6,3,5
22.7,-0.5,0.58,-47.1,0.287,30,377,1.00143,3.2,2.02,7.5,1,8,Unrated,0
5.6,0.225,0.24,9.8,-0.194,101,215,0.98337,3.17,2.15,10.2,1,6,1,5
7.3,0.555,-1.44,2.1,-0.567,10,329,0.97653,3.2,1.65,13.9,-1,8,Unrated,0
6.3,0.57,-1.42,1.7,0.066,3,20,1.0169,1.93,0.58,9.4,0,7,3,3
17.8,0.485,0.29,-20.7,0.526,212,101,1.02615,3.01,0.38,12.4,-1,9,1,2
-1.9,0.22,1.9,46.6,-0.314,44,-71,0.94788,1.59,1.43,10.2,1,8,Unrated,5
13.6,-1.03,0.36,1.2,0.321,-43,-75,1.00585,3.89,-1.2,10.4,1,9,3,5
0,0.36,0.37,63.3,0.019,284,103,0.99036,3.08,2.06,18.8,-1,8,3,4
0.1,-0.46,-0.54,58.9,0.093,-216,-354,0.94953,2,0.76,11.6,0,11,Unrated,0
8.8,1.56,1.74,40.6,0.072,7,-54,1.08109,3.15,0.68,8.5,0,14,Unrated,0
6.5,1.75,0.38,2.5,0.047,30,148,0.98964,3.17,-0.92,6.4,2,7,4,6
-4.8,0.29,0.4,13.6,0.045,-95,145,0.9977,3.08,0.59,17.4,0,8,2,4
6.9,0.29,0.3,8.2,0.026,-215,76,0.96286,4.16,0.89,9,0,7,1,4
13.9,0.28,0.54,72.7,0.378,82,-90.5,0.9984,3.06,-0.83,9.6,0,8,2,4
7.1,0.19,0.26,-17.7,0.398,332,-223,1.0807,3.06,0.59,14.9,0,8,1,4
-0.6,0.105,-0.15,1.1,-0.423,44,140,0.9593,3.17,-1.2,8.7,1,7,3,6
26.5,0.57,0.83,13.1,0.05,26,60,0.99884,3.05,2.01,12.5,-1,8,2,3
8.1,-0.31,0.36,7.4,0.037,36,156,0.99592,2.08,0.44,4.3,1,9,2,5
12.9,1.34,0.44,33.5,0.116,47,182,0.95929,3.48,0.46,2.8,0,7,3,3
6.6,0.15,0.68,6,0.033,604,128,0.99192,2.48,-0.33,15.4,-1,7,1,5
16.7,0.66,0.39,3.2,0.083,21,59,0.96787,4.63,1.66,15.1,-1,11,Unrated,0
0,0.38,1.21,21.8,0.08,24,344,0.97922,2.66,0.85,10,-2,9,1,0
12.7,0.26,0.47,1.6,0.521,-21,-197,0.9944,2.64,0.18,9.7,1,8,1,4
7.9,0.93,-1.97,1.7,0.077,44,-281,0.95892,3.29,0.65,8.1,0,8,Unrated,3
6.8,1.78,0.41,2.8,0.038,-163,-95,0.94848,3.09,0.58,12,0,7,2,4
5.6,-0.14,0.5,11.4,-0.46,-108,-186,0.99428,3.75,2.46,16.3,-1,6,1,3
8.4,0.62,0.12,98.1,0.072,38,46,0.99504,3.18,0.89,11.8,-1,9,2,0
16.3,0.23,0.35,1.2,0.027,312,121,0.992,3.12,-0.84,10.7,0,9,2,4
7.8,0.57,0.31,1.8,0.531,26,201,1.04,2.89,-0.36,5.3,0,9,1,0
10.2,0.27,1.68,-26.7,-0.237,98,175,0.99364,3.05,0.34,8.9,0,7,2,4
9.3,1.665,-0.72,2,0.096,48,35,0.99738,1.04,0.18,12.5,1,10,Unrated,0
-1.6,0.47,0.37,1.5,0.037,259,109,0.95521,3.38,1.38,9.4,0,7,2,4
3.4,-0.71,1.56,45.4,0.05,65,498,1.00666,3.11,0.58,10.2,1,7,2,5
8,0.18,-1.08,5.4,1.165,144,145,0.95494,3.23,0.48,11.4,0,9,Unrated,3
7,0.23,-2.71,33.5,0.116,25,408,0.95925,3.32,0.68,9.5,-1,8,2,3
8.4,0.05,0.3,2.2,-0.406,287,129,0.99085,3.86,0.94,11.466666667,0,9,Unrated,4
6.9,0.38,0.42,33.1,0.042,37,123,1.03784,2.99,0.56,9.3,0,9,1,3
1.1,1.64,0.39,1.4,-0.411,2,-94,1.01983,3.15,0.32,12.9,-1,7,2,4
5.9,-0.68,0.28,3.5,0.361,55,-181,1.08327,3.44,0.59,12,0,7,1,4
7.6,0.27,0.29,2.5,0.059,37,464,0.99328,2.85,-0.38,22.2,1,8,3,4
6.1,0.68,-0.97,1.4,0.404,32,345,0.99022,3.24,0.58,8.8,-1,7,1,3
